,Pointing_mean,Relevance Rank_mean,Relevance Mass_mean,AuC_mean,Pointing_std,Relevance Rank_std,Relevance Mass_std,AuC_std,transformer,epochs,Datasets,Typ,Generation,models,method,tsr
368,0.1,0.08412499999999999,0.11561587530120951,0.3987375595238095,0.30779350562554625,0.06741112570207572,0.05121635901744252,0.12209981975616815,,,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,PostionalTime,CAR,CNN,GRAD,False
369,0.25,0.171125,0.14964997628559223,0.4665017857142857,0.4442616583193193,0.2341607002736189,0.1697125694720992,0.2492745492413852,,,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,PostionalTime,CAR,CNN,FO,True
370,0.3,0.15150000000000002,0.1528527292365088,0.4938247619047618,0.4701623459816272,0.051025019662700254,0.034180017610619756,0.06572175321887744,,,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,PostionalTime,CAR,CNN,SG,True
371,0.15,0.15,0.15372651559258088,0.4894056547619047,0.36634754853252327,0.03439323678925997,0.024812207213699762,0.048318226737013005,,,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,PostionalTime,CAR,CNN,GS,True
372,0.15,0.1925,0.16115663415473386,0.4756686904761905,0.36634754853252327,0.25627005698142563,0.1794607523130158,0.2761471675080202,,,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,PostionalTime,CAR,CNN,IG,True
373,0.25,0.149625,0.12303096042533605,0.4244092559523809,0.4442616583193193,0.21449646512852275,0.14123542444920348,0.2383060985827747,,,SimulatedTrainingData_PostionalTime_CAR_F_50_TS_50.npy,PostionalTime,CAR,CNN,GRAD,True
374,0.5,0.28524999999999995,0.19659725207151446,0.6411659523809524,0.512989176042577,0.05321196442431661,0.014489711859476557,0.057329588322234275,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,,
375,0.2,0.19037500000000002,0.1467392931853374,,0.4103913408340617,0.1463756769951534,0.1672505743689025,,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,FO,False
376,0.0,0.07562500000000001,0.09913935101572155,0.4873538095238096,0.0,0.10254291463628906,0.07756914551908453,0.177137808191818,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,SG,False
377,0.15,0.16825,0.15304829762497554,0.516133630952381,0.36634754853252327,0.09824144532195855,0.07432703162613065,0.10829843798540777,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GS,False
378,0.1,0.18375000000000002,0.16949431867112205,0.5460858928571428,0.30779350562554625,0.10884712843442886,0.08377746007706222,0.10363478737890794,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,IG,False
379,0.0,0.059625,0.08320070335554422,0.4584922619047619,0.0,0.08949520348805527,0.05061832618385096,0.14593493499465648,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GRAD,False
380,0.0,0.18412499999999998,0.038104283852850994,,0.0,0.15288298543932907,0.06496167166802741,,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,FO,True
381,0.1,0.180625,0.17682249479754378,0.5153913095238095,0.30779350562554625,0.057450636705738405,0.05375717579286462,0.07452921790701525,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,SG,True
382,0.1,0.148375,0.10940530838524812,0.4890638690476191,0.30779350562554625,0.06390409652464839,0.12590836442597142,0.06173680433440497,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GS,True
383,0.1,0.13375,0.11910699733809875,0.4814230952380953,0.30779350562554625,0.11089201717745155,0.1062644178443244,0.08998137191635898,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,IG,True
384,0.05,0.11700000000000002,0.08896405815627867,0.48110437500000003,0.22360679774997894,0.10045816096894845,0.1050279953388446,0.10150578762803537,,,SimulatedTrainingData_PostionalTime_Box_F_50_TS_50.npy,PostionalTime,Box,LSTM,GRAD,True
385,0.5,0.26575000000000004,0.19162995246798734,0.6188151785714285,0.512989176042577,0.041589314163996256,0.011004835814185016,0.042896470582248894,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,,
386,0.4,0.16175,0.16033118885905712,0.503125,0.5026246899500346,0.06687134151330802,0.04410025320588915,0.06952262799619155,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,FO,False
387,0.05,0.080625,0.09656020700950116,0.4257566964285714,0.22360679774997894,0.08212985145487602,0.0593314436774143,0.1222819542647083,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,SG,False
388,0.15,0.2,0.17620227422374973,0.5556877976190476,0.36634754853252327,0.085988830363998,0.05971977817414802,0.07449368429412541,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GS,False
389,0.25,0.21225,0.19339307783538554,0.5713316071428571,0.4442616583193193,0.1209499135136002,0.09671498080170979,0.10534515245582728,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,IG,False
390,0.0,0.091625,0.09120614069499433,0.44970809523809513,0.0,0.1245287828702983,0.08205679371886056,0.15186195086957074,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GRAD,False
391,0.05,0.13224999999999998,0.1325561085426396,0.4741970238095238,0.22360679774997894,0.14490446035777832,0.13615662868388126,0.12159180959205848,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,FO,True
392,0.4,0.1645,0.18078935566627677,0.5148018452380952,0.5026246899500346,0.05073538161252382,0.06885908469940281,0.06352855730543482,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,SG,True
393,0.35,0.15425,0.14748573970320986,0.48757303571428573,0.48936048492959294,0.042029907897766526,0.057527570317131085,0.0685971213693517,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GS,True
394,0.1,0.155375,0.14984167049035302,0.513338005952381,0.30779350562554625,0.10711305819946561,0.08769341075279256,0.11073357165887111,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,IG,True
395,0.05,0.1285,0.13466848874631684,0.4741115773809524,0.22360679774997894,0.14522985411517766,0.14277691951316887,0.1308722523595127,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,LSTM,GRAD,True
396,0.75,0.27937500000000004,0.19559162895347,0.6362588392857143,0.4442616583193193,0.05196073289665855,0.012371439904366467,0.04695023962524638,authentic_opposing_information,100,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,,
397,0.85,0.27749999999999997,0.21301713590750074,0.5975595238095237,0.36634754853252327,0.07517523388373118,0.029479228239691624,0.06748344423967599,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,FO,False
398,0.3,0.250875,0.2221958873975983,0.6635894940476191,0.4701623459816272,0.20105523429356947,0.10592531126797272,0.13889869440943792,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,SG,False
399,0.4,0.25325,0.22369545015923645,0.6171780357142856,0.5026246899500346,0.13642305523627596,0.10636354831815012,0.08902952065225646,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GS,False
400,0.3,0.24687500000000004,0.22251279712228839,0.6151129761904761,0.4701623459816272,0.1238921299696678,0.1011662491292712,0.08159179964761681,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,IG,False
401,0.35,0.30299999999999994,0.26037859315494294,0.6988727083333334,0.4893604849295929,0.18983822752959675,0.1164464869574761,0.12691899365227383,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GRAD,False
402,0.25,0.182125,0.1848032524636044,0.5535872023809525,0.4442616583193193,0.17727148930680486,0.15227889648619145,0.17581211828961438,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,FO,True
403,0.05,0.137625,0.1429145732173888,0.4677634523809524,0.22360679774997894,0.028044548677529393,0.021694624665021048,0.06063033406648527,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,SG,True
404,0.1,0.15624999999999997,0.1549600445108868,0.48528857142857146,0.30779350562554625,0.03328011101955167,0.025703377458141274,0.06225381861454072,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GS,True
405,0.3,0.14475,0.14922387269272286,0.48259148809523805,0.4701623459816272,0.16220093938335284,0.13857177924953018,0.17410060210590686,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,IG,True
406,0.25,0.132875,0.14134122596294435,0.47126163690476186,0.4442616583193193,0.14997428507651078,0.13298808741629828,0.16966415769875795,,,SimulatedTrainingData_PostionalTime_AutoRegressive_F_50_TS_50.npy,PostionalTime,AutoRegressive,CNN,GRAD,True
407,0.5,0.22574999999999998,0.1807192756553578,0.5790650892857143,0.512989176042577,0.042574238565988284,0.012870728643448416,0.051864759281794105,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,,
408,0.5,0.20600000000000002,0.18781230454337772,0.5306249999999999,0.512989176042577,0.08059564439060489,0.06295860748772017,0.08727101963049898,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,FO,False
409,0.0,0.17200000000000001,0.15423565326867208,0.4912443452380953,0.0,0.17685408793989646,0.14874147634044396,0.310696534160972,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,SG,False
410,0.0,0.14424999999999996,0.14720668692935382,0.48602318452380955,0.0,0.09802691628215933,0.06647024762503449,0.11159431394462786,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GS,False
411,0.1,0.15312499999999998,0.15480018149737734,0.4905291071428571,0.30779350562554625,0.08957823322895497,0.061780260673191645,0.09569463589965858,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,IG,False
412,0.05,0.162375,0.16011285755535914,0.49722372023809525,0.22360679774997896,0.1684399686129031,0.1265185589582379,0.23149322281575885,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GRAD,False
413,0.25,0.181125,0.1796958790395931,0.5174110119047618,0.4442616583193193,0.16136644102623596,0.2678427835934106,0.12734211470733112,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,FO,True
414,0.1,0.15125000000000002,0.16080246083445374,0.48988898809523806,0.30779350562554625,0.043145256493556015,0.038755299910484035,0.05638739293443355,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,SG,True
415,0.25,0.16899999999999998,0.16983264423868188,0.513929613095238,0.4442616583193193,0.04788555435399567,0.09149508772877575,0.0433985326133444,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GS,True
416,0.15,0.2,0.17873212976553898,0.5154962202380952,0.36634754853252327,0.1450340250460306,0.13282110971053315,0.1088684080749831,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,IG,True
417,0.2,0.173,0.17430518349194402,0.5115752380952381,0.4103913408340617,0.16100343245768983,0.2500586799673608,0.13236714804842642,,,SimulatedTrainingData_PostionalFeature_PseudoPeriodic_F_50_TS_50.npy,PostionalFeature,PseudoPeriodic,LSTM,GRAD,True
418,0.8,0.5073749999999999,0.24989389309400417,0.7964167857142856,0.41039134083406165,0.07983731402374654,0.02230678351969355,0.08066790682278728,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,,
419,0.25,0.21537499999999996,0.16460589605832007,,0.4442616583193193,0.1059520590445956,0.1354682641824147,,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,FO,False
420,0.1,0.12162500000000001,0.12739655134416544,0.46071711309523805,0.30779350562554625,0.13315324323579403,0.09855243877372957,0.2211257723569874,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,SG,False
421,0.05,0.11299999999999999,0.12277004111870712,0.4404427976190476,0.22360679774997894,0.0949813000986039,0.08556083087327432,0.10509451314054286,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GS,False
422,0.0,0.11399999999999999,0.1191963473885665,0.4346070833333333,0.0,0.08805425958793218,0.07041871623489557,0.11655088106191681,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,IG,False
423,0.0,0.06949999999999999,0.0794899795303321,0.3870135714285714,0.0,0.10786382740825533,0.07063960041283206,0.15551478869734667,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GRAD,False
424,0.05,0.19424999999999998,0.12139268539791125,,0.22360679774997894,0.12435650153363197,0.20737158735577751,,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,FO,True
425,0.1,0.152875,0.1541108244734919,0.5036233333333333,0.30779350562554625,0.029538946191515755,0.035463430265002,0.048015009718966516,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,SG,True
426,0.1,0.15862500000000002,0.17704493960774853,0.4952120833333334,0.30779350562554625,0.05384233195661491,0.12182596226235465,0.051322683532607834,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GS,True
427,0.2,0.141,0.1748419641621039,0.4817055654761904,0.4103913408340617,0.14219473304332741,0.22521724525130443,0.14802885159413978,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,IG,True
428,0.1,0.144875,0.12257213602906358,0.4741131547619048,0.30779350562554625,0.11193123770281561,0.18332858025678408,0.14379563677445092,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,LSTM,GRAD,True
429,0.9,0.633875,0.2970637854455243,0.9249898511904762,0.30779350562554625,0.03444556155045691,0.007955631872253644,0.0104582281207754,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,,
430,0.25,0.15000000000000002,0.1613991443911087,0.5468452380952382,0.4442616583193193,0.08735890880367281,0.046196076483510665,0.09553936918656195,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,FO,False
431,0.0,0.0195,0.06536308517642772,0.3127528571428571,0.0,0.022472205054244233,0.026854506490870178,0.049738529217277165,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,SG,False
432,0.2,0.21137499999999995,0.18544020286473029,0.5958112202380952,0.41039134083406165,0.18313152269683983,0.10646481290403877,0.13123635824360783,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GS,False
433,0.4,0.21525000000000002,0.19138526144177326,0.5938756547619047,0.5026246899500346,0.19595565422067474,0.12010622028084213,0.137374890252677,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,IG,False
434,0.0,0.029250000000000005,0.079808138978073,0.38022107142857137,0.0,0.03123657606413556,0.021341457319869514,0.07283812105907045,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GRAD,False
435,0.15,0.10174999999999998,0.1063144580836511,0.4338671726190476,0.36634754853252327,0.16037804843884534,0.12169677807268399,0.18931191265114367,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,FO,True
436,0.45,0.165125,0.16510475945650924,0.5094892261904762,0.5104177855340405,0.04612251276991017,0.03650663773144621,0.07434276567168437,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,SG,True
437,0.25,0.150125,0.1552148876908617,0.49132535714285713,0.4442616583193193,0.04885851619997437,0.03512153944033643,0.06730118920893764,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GS,True
438,0.2,0.21637499999999998,0.1941207524764964,0.5603708333333334,0.41039134083406165,0.2615307607448682,0.19966729210187728,0.2612659560041323,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,IG,True
439,0.2,0.15337499999999998,0.13841225745520863,0.5295834821428571,0.4103913408340617,0.15319894830956868,0.1398360705041831,0.1422114844842568,,,SimulatedTrainingData_PostionalFeature_NARMA_F_50_TS_50.npy,PostionalFeature,NARMA,CNN,GRAD,True
440,0.45,0.2695,0.191765151377127,0.61151,0.5104177855340405,0.08839802331679024,0.026775735996585573,0.09772798288861874,authentic_opposing_information,100,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,,
441,0.5,0.20249999999999999,0.18008262620051482,0.5252678571428572,0.512989176042577,0.07690561542703189,0.04281861686684291,0.08803456620859505,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,FO,False
442,0.05,0.134125,0.12949093394140285,0.43822732142857135,0.22360679774997894,0.16908864655776518,0.14192742691177154,0.3021454499876095,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,SG,False
443,0.2,0.15224999999999997,0.15625356646164726,0.494475119047619,0.4103913408340617,0.09719046682728333,0.06425907189070006,0.0921084266403475,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,GS,False
444,0.1,0.17350000000000002,0.1724693884021554,0.5138751190476191,0.30779350562554625,0.11313534046953629,0.07635499107778254,0.11091354943705471,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,IG,False
445,0.0,0.13537499999999997,0.12886185407367304,0.45895559523809537,0.0,0.1366836411687876,0.07663760142173418,0.17093506613393727,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,GRAD,False
446,0.15,0.19175000000000003,0.16387157042433265,0.5364171130952382,0.36634754853252327,0.12209815938954931,0.12927208072802443,0.12584753279689148,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,FO,True
447,0.2,0.165375,0.1690061966036414,0.49846059523809527,0.4103913408340617,0.04300608127132475,0.03702351179090005,0.049119064054492435,,,SimulatedTrainingData_PostionalFeature_Harmonic_F_50_TS_50.npy,PostionalFeature,Harmonic,LSTM,SG,True
